2026-07-10 01:25:08,151 | INFO | __main__ | Starting Password Strength Checker application...
2026-07-10 01:33:22,005 | ERROR | app.core.analyzer | An error occurred during password analysis: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
Traceback (most recent call last):
  File "d:\01-Password-Strength-Checker\app\core\analyzer.py", line 79, in analyze
    analysis_result.pwned_count = pwned_count
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
2026-07-10 01:33:22,013 | INFO | app.core.checker | Password validation completed.
2026-07-10 01:33:22,509 | INFO | app.security.pwned_passwords | Password not found in any known data breaches.
2026-07-10 01:33:22,512 | ERROR | app.core.analyzer | An error occurred during password analysis: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
Traceback (most recent call last):
  File "d:\01-Password-Strength-Checker\app\core\analyzer.py", line 79, in analyze
    analysis_result.pwned_count = pwned_count
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
2026-07-10 01:33:22,805 | INFO | __main__ | Application closed.
2026-07-10 01:33:27,884 | INFO | __main__ | Starting Password Strength Checker application...
2026-07-10 01:33:27,971 | INFO | app.core.analyzer | PasswordAnalyzer initialized with all components.
2026-07-10 01:33:28,124 | INFO | app.ui.app_ui | AppUI initialized successfully.
2026-07-10 01:33:32,456 | INFO | app.core.checker | Password validation completed.
2026-07-10 01:33:33,190 | WARNING | app.security.pwned_passwords | Password found in a data breach 185249 times.
2026-07-10 01:33:33,193 | ERROR | app.core.analyzer | An error occurred during password analysis: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
Traceback (most recent call last):
  File "d:\01-Password-Strength-Checker\app\core\analyzer.py", line 79, in analyze
    analysis_result.pwned_count = pwned_count
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
2026-07-10 01:33:33,207 | INFO | app.core.checker | Password validation completed.
2026-07-10 01:33:33,755 | WARNING | app.security.pwned_passwords | Password found in a data breach 185249 times.
2026-07-10 01:33:33,760 | ERROR | app.core.analyzer | An error occurred during password analysis: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
Traceback (most recent call last):
  File "d:\01-Password-Strength-Checker\app\core\analyzer.py", line 79, in analyze
    analysis_result.pwned_count = pwned_count
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
2026-07-10 01:33:34,956 | INFO | app.core.checker | Password validation completed.
2026-07-10 01:33:36,399 | WARNING | app.security.pwned_passwords | Password found in a data breach 15539 times.
2026-07-10 01:33:36,401 | ERROR | app.core.analyzer | An error occurred during password analysis: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
Traceback (most recent call last):
  File "d:\01-Password-Strength-Checker\app\core\analyzer.py", line 79, in analyze
    analysis_result.pwned_count = pwned_count
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
2026-07-10 01:33:36,407 | INFO | app.core.checker | Password validation completed.
2026-07-10 01:33:36,935 | WARNING | app.security.pwned_passwords | Password found in a data breach 1357 times.
2026-07-10 01:33:36,937 | ERROR | app.core.analyzer | An error occurred during password analysis: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
Traceback (most recent call last):
  File "d:\01-Password-Strength-Checker\app\core\analyzer.py", line 79, in analyze
    analysis_result.pwned_count = pwned_count
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
2026-07-10 01:33:39,011 | INFO | app.core.checker | Password validation completed.
2026-07-10 01:33:39,565 | WARNING | app.security.pwned_passwords | Password found in a data breach 167 times.
2026-07-10 01:33:39,567 | ERROR | app.core.analyzer | An error occurred during password analysis: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
Traceback (most recent call last):
  File "d:\01-Password-Strength-Checker\app\core\analyzer.py", line 79, in analyze
    analysis_result.pwned_count = pwned_count
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
2026-07-10 01:33:39,576 | INFO | app.core.checker | Password validation completed.
2026-07-10 01:33:40,019 | WARNING | app.security.pwned_passwords | Password found in a data breach 236 times.
2026-07-10 01:33:40,022 | ERROR | app.core.analyzer | An error occurred during password analysis: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
Traceback (most recent call last):
  File "d:\01-Password-Strength-Checker\app\core\analyzer.py", line 79, in analyze
    analysis_result.pwned_count = pwned_count
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
2026-07-10 01:33:40,031 | INFO | app.core.checker | Password validation completed.
2026-07-10 01:33:40,452 | WARNING | app.security.pwned_passwords | Password found in a data breach 2 times.
2026-07-10 01:33:40,454 | ERROR | app.core.analyzer | An error occurred during password analysis: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
Traceback (most recent call last):
  File "d:\01-Password-Strength-Checker\app\core\analyzer.py", line 79, in analyze
    analysis_result.pwned_count = pwned_count
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
2026-07-10 01:33:40,459 | INFO | app.core.checker | Password validation completed.
2026-07-10 01:33:40,922 | INFO | app.security.pwned_passwords | Password not found in any known data breaches.
2026-07-10 01:33:40,923 | ERROR | app.core.analyzer | An error occurred during password analysis: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
Traceback (most recent call last):
  File "d:\01-Password-Strength-Checker\app\core\analyzer.py", line 79, in analyze
    analysis_result.pwned_count = pwned_count
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
2026-07-10 01:33:40,928 | INFO | app.core.checker | Password validation completed.
2026-07-10 01:33:41,441 | INFO | app.security.pwned_passwords | Password not found in any known data breaches.
2026-07-10 01:33:41,443 | ERROR | app.core.analyzer | An error occurred during password analysis: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
Traceback (most recent call last):
  File "d:\01-Password-Strength-Checker\app\core\analyzer.py", line 79, in analyze
    analysis_result.pwned_count = pwned_count
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
2026-07-10 01:33:41,450 | INFO | app.core.checker | Password validation completed.
2026-07-10 01:33:41,929 | INFO | app.security.pwned_passwords | Password not found in any known data breaches.
2026-07-10 01:33:41,931 | ERROR | app.core.analyzer | An error occurred during password analysis: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
Traceback (most recent call last):
  File "d:\01-Password-Strength-Checker\app\core\analyzer.py", line 79, in analyze
    analysis_result.pwned_count = pwned_count
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
2026-07-10 01:33:44,220 | INFO | app.core.checker | Password validation completed.
2026-07-10 01:33:44,660 | INFO | app.security.pwned_passwords | Password not found in any known data breaches.
2026-07-10 01:33:44,662 | ERROR | app.core.analyzer | An error occurred during password analysis: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
Traceback (most recent call last):
  File "d:\01-Password-Strength-Checker\app\core\analyzer.py", line 79, in analyze
    analysis_result.pwned_count = pwned_count
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
2026-07-10 01:33:44,672 | INFO | app.core.checker | Password validation completed.
2026-07-10 01:33:45,139 | INFO | app.security.pwned_passwords | Password not found in any known data breaches.
2026-07-10 01:33:45,141 | ERROR | app.core.analyzer | An error occurred during password analysis: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
Traceback (most recent call last):
  File "d:\01-Password-Strength-Checker\app\core\analyzer.py", line 79, in analyze
    analysis_result.pwned_count = pwned_count
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
2026-07-10 01:33:53,078 | INFO | __main__ | Application closed.
2026-07-10 01:35:29,909 | INFO | __main__ | Starting Password Strength Checker application...
2026-07-10 01:35:30,054 | INFO | app.core.analyzer | PasswordAnalyzer initialized with all components.
2026-07-10 01:35:30,197 | INFO | app.ui.app_ui | AppUI initialized successfully.
2026-07-10 01:38:25,397 | INFO | __main__ | Application closed.
2026-07-10 01:38:45,283 | INFO | __main__ | Starting Password Strength Checker application...
2026-07-10 01:38:45,396 | INFO | app.core.analyzer | PasswordAnalyzer initialized with all components.
2026-07-10 01:38:45,449 | WARNING | app.ui.app_ui | Background image not found at: D:\01-Password-Strength-Checker\assets\image\images.jpg
2026-07-10 01:38:45,507 | INFO | app.ui.app_ui | AppUI initialized successfully.
2026-07-10 01:39:23,294 | INFO | __main__ | Application closed.
2026-07-10 01:39:28,025 | INFO | __main__ | Starting Password Strength Checker application...
2026-07-10 01:39:28,095 | INFO | app.core.analyzer | PasswordAnalyzer initialized with all components.
2026-07-10 01:39:28,647 | INFO | app.ui.app_ui | AppUI initialized successfully.
2026-07-10 01:41:02,471 | INFO | __main__ | Application closed.
2026-07-10 01:41:07,488 | INFO | __main__ | Starting Password Strength Checker application...
2026-07-10 01:41:07,571 | INFO | app.core.analyzer | PasswordAnalyzer initialized with all components.
2026-07-10 01:41:07,726 | INFO | app.ui.app_ui | AppUI initialized successfully.
2026-07-10 01:42:53,443 | INFO | __main__ | Application closed.
2026-07-10 01:43:06,342 | INFO | __main__ | Starting Password Strength Checker application...
2026-07-10 01:43:06,462 | INFO | app.core.analyzer | PasswordAnalyzer initialized with all components.
2026-07-10 01:43:06,629 | INFO | app.ui.app_ui | AppUI initialized successfully.
2026-07-10 01:43:11,837 | INFO | app.core.checker | Password validation completed.
2026-07-10 01:43:12,654 | WARNING | app.security.pwned_passwords | Password found in a data breach 1858 times.
2026-07-10 01:43:12,657 | ERROR | app.core.analyzer | An error occurred during password analysis: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
Traceback (most recent call last):
  File "d:\01-Password-Strength-Checker\app\core\analyzer.py", line 79, in analyze
    analysis_result.pwned_count = pwned_count
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
2026-07-10 01:43:12,694 | INFO | app.core.checker | Password validation completed.
2026-07-10 01:43:13,432 | WARNING | app.security.pwned_passwords | Password found in a data breach 466 times.
2026-07-10 01:43:13,435 | ERROR | app.core.analyzer | An error occurred during password analysis: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
Traceback (most recent call last):
  File "d:\01-Password-Strength-Checker\app\core\analyzer.py", line 79, in analyze
    analysis_result.pwned_count = pwned_count
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
2026-07-10 01:43:13,444 | INFO | app.core.checker | Password validation completed.
2026-07-10 01:43:14,139 | WARNING | app.security.pwned_passwords | Password found in a data breach 3 times.
2026-07-10 01:43:14,141 | ERROR | app.core.analyzer | An error occurred during password analysis: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
Traceback (most recent call last):
  File "d:\01-Password-Strength-Checker\app\core\analyzer.py", line 79, in analyze
    analysis_result.pwned_count = pwned_count
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
2026-07-10 01:43:14,151 | INFO | app.core.checker | Password validation completed.
2026-07-10 01:43:14,838 | INFO | app.security.pwned_passwords | Password not found in any known data breaches.
2026-07-10 01:43:14,841 | ERROR | app.core.analyzer | An error occurred during password analysis: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
Traceback (most recent call last):
  File "d:\01-Password-Strength-Checker\app\core\analyzer.py", line 79, in analyze
    analysis_result.pwned_count = pwned_count
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
2026-07-10 01:43:14,847 | INFO | app.core.checker | Password validation completed.
2026-07-10 01:43:15,685 | INFO | app.security.pwned_passwords | Password not found in any known data breaches.
2026-07-10 01:43:15,687 | ERROR | app.core.analyzer | An error occurred during password analysis: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
Traceback (most recent call last):
  File "d:\01-Password-Strength-Checker\app\core\analyzer.py", line 79, in analyze
    analysis_result.pwned_count = pwned_count
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
2026-07-10 01:43:15,692 | INFO | app.core.checker | Password validation completed.
2026-07-10 01:43:16,299 | INFO | app.security.pwned_passwords | Password not found in any known data breaches.
2026-07-10 01:43:16,300 | ERROR | app.core.analyzer | An error occurred during password analysis: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
Traceback (most recent call last):
  File "d:\01-Password-Strength-Checker\app\core\analyzer.py", line 79, in analyze
    analysis_result.pwned_count = pwned_count
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
2026-07-10 01:43:16,309 | INFO | app.core.checker | Password validation completed.
2026-07-10 01:43:16,878 | INFO | app.security.pwned_passwords | Password not found in any known data breaches.
2026-07-10 01:43:16,879 | ERROR | app.core.analyzer | An error occurred during password analysis: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
Traceback (most recent call last):
  File "d:\01-Password-Strength-Checker\app\core\analyzer.py", line 79, in analyze
    analysis_result.pwned_count = pwned_count
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
2026-07-10 01:43:16,886 | INFO | app.core.checker | Password validation completed.
2026-07-10 01:43:17,446 | INFO | app.security.pwned_passwords | Password not found in any known data breaches.
2026-07-10 01:43:17,448 | ERROR | app.core.analyzer | An error occurred during password analysis: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
Traceback (most recent call last):
  File "d:\01-Password-Strength-Checker\app\core\analyzer.py", line 79, in analyze
    analysis_result.pwned_count = pwned_count
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
2026-07-10 01:43:17,457 | INFO | app.core.checker | Password validation completed.
2026-07-10 01:43:18,185 | INFO | app.security.pwned_passwords | Password not found in any known data breaches.
2026-07-10 01:43:18,188 | ERROR | app.core.analyzer | An error occurred during password analysis: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
Traceback (most recent call last):
  File "d:\01-Password-Strength-Checker\app\core\analyzer.py", line 79, in analyze
    analysis_result.pwned_count = pwned_count
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
2026-07-10 01:43:18,196 | INFO | app.core.checker | Password validation completed.
2026-07-10 01:43:18,950 | INFO | app.security.pwned_passwords | Password not found in any known data breaches.
2026-07-10 01:43:18,952 | ERROR | app.core.analyzer | An error occurred during password analysis: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
Traceback (most recent call last):
  File "d:\01-Password-Strength-Checker\app\core\analyzer.py", line 79, in analyze
    analysis_result.pwned_count = pwned_count
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
2026-07-10 01:43:18,960 | INFO | app.core.checker | Password validation completed.
2026-07-10 01:43:19,526 | INFO | app.security.pwned_passwords | Password not found in any known data breaches.
2026-07-10 01:43:19,528 | ERROR | app.core.analyzer | An error occurred during password analysis: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
Traceback (most recent call last):
  File "d:\01-Password-Strength-Checker\app\core\analyzer.py", line 79, in analyze
    analysis_result.pwned_count = pwned_count
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
2026-07-10 01:43:19,579 | INFO | __main__ | Application closed.
2026-07-10 01:45:19,186 | INFO | __main__ | Starting Password Strength Checker application...
2026-07-10 01:45:19,323 | INFO | app.core.analyzer | PasswordAnalyzer initialized with all components.
2026-07-10 01:45:19,462 | INFO | app.ui.app_ui | AppUI initialized successfully.
2026-07-10 01:45:27,790 | INFO | app.core.checker | Password validation completed.
2026-07-10 01:45:29,012 | WARNING | app.security.pwned_passwords | Password found in a data breach 245212 times.
2026-07-10 01:45:29,016 | ERROR | app.core.analyzer | An error occurred during password analysis: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
Traceback (most recent call last):
  File "d:\01-Password-Strength-Checker\app\core\analyzer.py", line 79, in analyze
    analysis_result.pwned_count = pwned_count
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
2026-07-10 01:45:29,034 | INFO | app.core.checker | Password validation completed.
2026-07-10 01:45:30,007 | WARNING | app.security.pwned_passwords | Password found in a data breach 16857 times.
2026-07-10 01:45:30,008 | ERROR | app.core.analyzer | An error occurred during password analysis: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
Traceback (most recent call last):
  File "d:\01-Password-Strength-Checker\app\core\analyzer.py", line 79, in analyze
    analysis_result.pwned_count = pwned_count
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
2026-07-10 01:45:30,014 | INFO | app.core.checker | Password validation completed.
2026-07-10 01:45:30,932 | WARNING | app.security.pwned_passwords | Password found in a data breach 20379 times.
2026-07-10 01:45:30,934 | ERROR | app.core.analyzer | An error occurred during password analysis: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
Traceback (most recent call last):
  File "d:\01-Password-Strength-Checker\app\core\analyzer.py", line 79, in analyze
    analysis_result.pwned_count = pwned_count
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
2026-07-10 01:45:34,700 | INFO | app.core.checker | Password validation completed.
2026-07-10 01:45:35,406 | WARNING | app.security.pwned_passwords | Password found in a data breach 16857 times.
2026-07-10 01:45:35,409 | ERROR | app.core.analyzer | An error occurred during password analysis: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
Traceback (most recent call last):
  File "d:\01-Password-Strength-Checker\app\core\analyzer.py", line 79, in analyze
    analysis_result.pwned_count = pwned_count
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
2026-07-10 01:45:35,422 | INFO | app.core.checker | Password validation completed.
2026-07-10 01:45:36,071 | WARNING | app.security.pwned_passwords | Password found in a data breach 245212 times.
2026-07-10 01:45:36,072 | ERROR | app.core.analyzer | An error occurred during password analysis: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
Traceback (most recent call last):
  File "d:\01-Password-Strength-Checker\app\core\analyzer.py", line 79, in analyze
    analysis_result.pwned_count = pwned_count
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
2026-07-10 01:45:38,485 | INFO | __main__ | Application closed.
2026-07-10 01:47:59,453 | INFO | __main__ | Starting Password Strength Checker application...
2026-07-10 01:47:59,514 | INFO | app.core.analyzer | PasswordAnalyzer initialized with all components.
2026-07-10 01:47:59,615 | INFO | app.ui.app_ui | AppUI initialized successfully.
2026-07-10 01:48:22,168 | INFO | app.core.checker | Password validation completed.
2026-07-10 01:48:22,871 | WARNING | app.security.pwned_passwords | Password found in a data breach 199298 times.
2026-07-10 01:48:22,874 | ERROR | app.core.analyzer | An error occurred during password analysis: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
Traceback (most recent call last):
  File "d:\01-Password-Strength-Checker\app\core\analyzer.py", line 79, in analyze
    analysis_result.pwned_count = pwned_count
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
2026-07-10 01:48:24,534 | INFO | app.core.checker | Password validation completed.
2026-07-10 01:48:25,013 | WARNING | app.security.pwned_passwords | Password found in a data breach 5496 times.
2026-07-10 01:48:25,014 | ERROR | app.core.analyzer | An error occurred during password analysis: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
Traceback (most recent call last):
  File "d:\01-Password-Strength-Checker\app\core\analyzer.py", line 79, in analyze
    analysis_result.pwned_count = pwned_count
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
2026-07-10 01:48:27,142 | INFO | app.core.checker | Password validation completed.
2026-07-10 01:48:27,581 | WARNING | app.security.pwned_passwords | Password found in a data breach 199298 times.
2026-07-10 01:48:27,582 | ERROR | app.core.analyzer | An error occurred during password analysis: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
Traceback (most recent call last):
  File "d:\01-Password-Strength-Checker\app\core\analyzer.py", line 79, in analyze
    analysis_result.pwned_count = pwned_count
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
2026-07-10 01:48:29,899 | INFO | app.core.checker | Password validation completed.
2026-07-10 01:48:30,313 | WARNING | app.security.pwned_passwords | Password found in a data breach 185249 times.
2026-07-10 01:48:30,315 | ERROR | app.core.analyzer | An error occurred during password analysis: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
Traceback (most recent call last):
  File "d:\01-Password-Strength-Checker\app\core\analyzer.py", line 79, in analyze
    analysis_result.pwned_count = pwned_count
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
2026-07-10 01:48:30,322 | INFO | app.core.checker | Password validation completed.
2026-07-10 01:48:30,701 | WARNING | app.security.pwned_passwords | Password found in a data breach 185249 times.
2026-07-10 01:48:30,702 | ERROR | app.core.analyzer | An error occurred during password analysis: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
Traceback (most recent call last):
  File "d:\01-Password-Strength-Checker\app\core\analyzer.py", line 79, in analyze
    analysis_result.pwned_count = pwned_count
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
2026-07-10 01:48:32,139 | INFO | app.core.checker | Password validation completed.
2026-07-10 01:48:32,575 | WARNING | app.security.pwned_passwords | Password found in a data breach 15539 times.
2026-07-10 01:48:32,576 | ERROR | app.core.analyzer | An error occurred during password analysis: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
Traceback (most recent call last):
  File "d:\01-Password-Strength-Checker\app\core\analyzer.py", line 79, in analyze
    analysis_result.pwned_count = pwned_count
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
2026-07-10 01:48:33,740 | INFO | app.core.checker | Password validation completed.
2026-07-10 01:48:34,328 | WARNING | app.security.pwned_passwords | Password found in a data breach 1357 times.
2026-07-10 01:48:34,329 | ERROR | app.core.analyzer | An error occurred during password analysis: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
Traceback (most recent call last):
  File "d:\01-Password-Strength-Checker\app\core\analyzer.py", line 79, in analyze
    analysis_result.pwned_count = pwned_count
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
2026-07-10 01:48:34,901 | INFO | app.core.checker | Password validation completed.
2026-07-10 01:48:35,327 | WARNING | app.security.pwned_passwords | Password found in a data breach 167 times.
2026-07-10 01:48:35,329 | ERROR | app.core.analyzer | An error occurred during password analysis: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
Traceback (most recent call last):
  File "d:\01-Password-Strength-Checker\app\core\analyzer.py", line 79, in analyze
    analysis_result.pwned_count = pwned_count
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
2026-07-10 01:48:35,362 | INFO | app.core.checker | Password validation completed.
2026-07-10 01:48:35,898 | WARNING | app.security.pwned_passwords | Password found in a data breach 236 times.
2026-07-10 01:48:35,902 | ERROR | app.core.analyzer | An error occurred during password analysis: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
Traceback (most recent call last):
  File "d:\01-Password-Strength-Checker\app\core\analyzer.py", line 79, in analyze
    analysis_result.pwned_count = pwned_count
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
2026-07-10 01:48:37,912 | INFO | app.core.checker | Password validation completed.
2026-07-10 01:48:38,455 | INFO | app.security.pwned_passwords | Password not found in any known data breaches.
2026-07-10 01:48:38,460 | ERROR | app.core.analyzer | An error occurred during password analysis: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
Traceback (most recent call last):
  File "d:\01-Password-Strength-Checker\app\core\analyzer.py", line 79, in analyze
    analysis_result.pwned_count = pwned_count
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'PasswordAnalysisResult' object has no attribute 'pwned_count' and no __dict__ for setting new attributes
2026-07-10 01:48:38,473 | INFO | app.core.checker | Password validation completed.
2026-07-10 01:48:38,932 | INFO | app.security.pwned_passwords | Password not found in any known data breaches.
